fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.74;0.463;0.338;8.46;0.039;37.1;105.4;0.99088;3.24;0.45;9.98;7
9.04;0.296;0.329;8.18;0.054;21.2;120.1;0.99002;2.98;0.43;11.34;7
5.28;0.188;0.222;0.95;0.05;46.7;93.8;0.99295;3.24;0.4;11.43;4
6.07;0.207;0.313;0.6;0.048;22.9;139.7;0.99287;3.32;0.53;9.01;5
8.04;0.154;0.477;9.39;0.078;55.6;163.7;0.99691;3.19;0.47;10.28;6
7.4;0.132;0.442;7.65;0.04;11.9;215.6;0.99135;3.39;0.21;10.09;7
7.34;0.133;0.371;15.68;0.009;36.6;134.7;0.99387;3.28;0.63;10.63;6
5.76;0.344;0.31;0.94;0.01;20.0;77.6;0.9967;3.47;0.46;9.32;7
5.61;0.396;0.396;0.6;0.043;35.1;128.6;0.98843;2.97;0.53;12.82;6
7.47;0.311;0.134;2.33;0.069;43.1;165.1;0.9946;3.34;0.62;9.76;6
5.96;0.361;0.185;4.32;0.023;50.1;64.0;0.99427;3.13;0.43;9.3;6
5.12;0.27;0.46;10.24;0.017;46.3;129.8;0.98746;3.18;0.52;9.68;5
6.88;0.196;0.267;8.69;0.014;66.6;133.7;0.99566;3.3;0.58;8.34;8
6.43;0.333;0.54;2.16;0.076;25.2;158.4;0.98935;3.23;0.34;10.28;6
7.06;0.131;0.426;12.28;0.022;18.7;162.6;0.99301;3.25;0.53;10.95;6
6.78;0.387;0.475;5.66;0.029;25.0;235.5;0.99335;3.01;0.25;9.92;6
6.26;0.183;0.452;0.6;0.026;39.5;159.7;0.9952;3.2;0.54;12.32;7
5.86;0.337;0.465;13.82;0.053;40.1;88.9;0.99591;3.24;0.59;10.14;5
6.33;0.288;0.197;7.32;0.065;28.2;152.4;0.99542;2.96;0.41;10.64;5
6.42;0.37;0.365;8.8;0.029;9.1;169.6;0.99338;3.12;0.49;9.34;7
6.54;0.208;0.281;2.62;0.064;26.1;127.4;0.99675;3.33;0.63;11.39;6
5.85;0.477;0.376;0.6;0.04;62.1;161.2;0.99159;3.2;0.33;9.22;6
8.84;0.163;0.338;7.55;0.039;33.2;154.2;0.99579;3.28;0.46;11.53;6
5.55;0.275;0.432;8.29;0.02;62.2;209.3;1.00011;3.3;0.62;8.52;5
6.72;0.113;0.205;1.89;0.052;4.8;181.8;0.99392;3.29;0.6;11.41;7
7.44;0.013;0.386;0.6;0.036;50.6;140.1;0.99185;3.38;0.41;10.2;5
8.35;0.274;0.313;9.95;0.066;35.1;90.2;0.992;3.09;0.53;9.92;7
8.49;0.28;0.378;0.67;0.068;18.9;61.6;0.98945;3.12;0.43;11.84;6
8.2;0.281;0.466;9.72;0.042;28.3;185.4;0.99308;3.14;0.43;11.8;7
6.6;0.369;0.384;7.12;0.068;32.9;185.9;0.98883;3.24;0.55;11.06;5
6.19;0.226;0.37;17.4;0.017;42.8;104.4;0.99399;3.34;0.47;9.78;6
6.78;0.274;0.36;4.58;0.015;43.9;143.9;0.99693;3.48;0.36;11.4;7
5.03;0.269;0.518;6.09;0.039;63.9;161.9;0.99728;3.11;0.53;10.47;6
6.91;0.231;0.358;8.91;0.044;64.1;161.2;0.99496;3.27;0.45;9.56;6
6.13;0.256;0.358;2.15;0.031;31.6;122.9;0.99326;2.86;0.48;11.31;6
6.12;0.316;0.356;3.76;0.018;69.3;143.3;0.99293;3.38;0.39;11.64;6
6.12;0.165;0.217;5.47;0.019;11.0;111.7;0.99637;3.43;0.43;10.1;7
7.63;0.169;0.413;8.88;0.009;19.3;135.7;0.99546;3.2;0.5;12.46;7
7.63;0.243;0.22;3.48;0.039;59.5;195.9;0.99252;3.24;0.67;9.22;7
7.75;0.299;0.388;4.53;0.027;21.6;126.5;0.99643;3.06;0.4;11.7;6
6.64;0.267;0.379;0.93;0.04;56.7;117.0;0.99405;3.34;0.57;9.8;6
7.55;0.34;0.513;4.29;0.009;9.0;165.5;0.99359;3.23;0.54;9.05;5
5.39;0.358;0.374;7.92;0.054;6.8;188.4;0.99469;2.88;0.5;11.29;5
6.82;0.263;0.51;13.81;0.081;8.5;58.2;0.99841;3.13;0.5;10.61;4
8.31;0.326;0.404;10.74;0.014;35.1;170.0;0.98922;3.31;0.54;9.23;4
7.02;0.14;0.314;0.6;0.025;16.6;93.9;0.99201;2.98;0.3;9.41;6
7.22;0.396;0.382;13.63;0.015;26.2;140.3;0.99821;3.24;0.53;11.43;6
8.42;0.302;0.255;0.6;0.04;40.1;108.7;0.98891;3.2;0.31;8.0;5
6.93;0.015;0.412;4.58;0.058;15.2;211.1;0.98895;3.3;0.64;10.39;5
8.15;0.596;0.156;9.65;0.047;8.4;105.8;0.99272;3.27;0.62;11.75;7
7.49;0.213;0.328;3.96;0.056;30.4;115.8;0.99591;3.03;0.47;10.62;7
6.83;0.25;0.438;15.79;0.017;65.5;142.8;0.99185;2.99;0.47;10.1;5
6.7;0.16;0.405;7.19;0.054;40.0;168.4;0.99273;2.96;0.37;12.37;8
6.92;0.278;0.321;6.46;0.009;21.6;183.3;0.99177;3.08;0.36;10.84;6
6.03;0.164;0.373;4.91;0.024;36.8;107.3;0.99902;3.08;0.58;9.9;6
7.32;0.164;0.328;2.31;0.068;67.4;104.9;0.99265;3.29;0.7;10.63;5
7.06;0.354;0.375;3.37;0.039;32.2;119.4;0.9939;2.85;0.61;11.48;6
6.16;0.403;0.551;5.08;0.026;42.8;102.7;0.99723;3.32;0.45;10.95;5
6.91;0.439;0.158;8.89;0.059;12.1;170.3;0.99692;2.97;0.21;11.17;5
6.41;0.077;0.368;3.62;0.028;19.5;149.4;0.99494;3.44;0.57;8.82;6
6.66;0.278;0.221;11.26;0.021;33.6;55.5;0.9933;3.26;0.51;10.09;5
6.84;0.035;0.154;10.35;0.009;35.7;171.2;0.9951;3.25;0.42;11.09;4
6.83;0.179;0.307;8.05;0.045;8.9;168.4;0.99478;3.0;0.48;12.82;4
7.26;0.165;0.311;6.33;0.041;21.6;202.7;0.99258;3.04;0.26;11.51;5
7.57;0.272;0.308;7.71;0.05;2;125.6;0.99793;3.27;0.37;10.76;7
7.36;0.436;0.301;13.18;0.009;40.5;201.0;0.9943;3.31;0.47;9.39;5
5.87;0.264;0.232;7.43;0.051;13.2;204.2;0.99485;3.07;0.46;10.79;6
7.18;0.311;0.278;10.31;0.045;13.2;183.8;0.99756;3.22;0.08;10.25;5
6.45;0.38;0.303;11.38;0.02;40.2;151.5;0.99024;3.37;0.44;8.37;6
6.96;0.04;0.153;3.7;0.08;17.7;90.1;0.99419;3.06;0.53;11.84;6
7.23;0.435;0.433;4.72;0.04;47.2;132.9;0.98989;3.25;0.54;11.35;6
7.62;0.301;0.243;4.08;0.044;17.9;58.6;0.99365;3.03;0.33;10.92;5
6.32;0.135;0.271;0.6;0.047;19.1;76.7;0.99388;3.15;0.35;8.95;6
6.12;0.287;0.295;9.28;0.012;23.2;101.8;0.99335;3.06;0.34;13.1;7
7.22;0.14;0.212;1.61;0.034;28.5;105.4;0.99703;3.22;0.27;10.26;7
9.16;0.293;0.312;0.6;0.064;42.5;78.3;0.99513;3.28;0.65;9.45;6
7.9;0.242;0.407;4.64;0.062;35.6;126.9;0.99437;2.85;0.45;8.72;6
6.53;0.166;0.015;4.22;0.009;17.1;82.5;0.98896;3.46;0.72;12.71;6
8.03;0.225;0.352;0.6;0.009;63.6;148.0;0.99212;3.43;0.54;10.77;5
5.8;0.366;0.24;10.76;0.03;2;119.6;1.00105;3.42;0.52;10.03;6
7.67;0.202;0.321;4.5;0.101;45.2;163.5;0.99742;2.85;0.57;10.86;6
6.44;0.287;0.394;6.64;0.009;42.1;141.3;0.99574;3.14;0.5;10.28;7
7.53;0.352;0.35;4.64;0.066;16.8;162.6;1.00011;3.17;0.44;9.72;7
6.24;0.127;0.307;5.06;0.051;23.6;214.5;0.99341;3.0;0.54;10.34;6
4.9;0.265;0.566;9.41;0.067;31.1;189.3;0.99953;3.41;0.51;11.02;6
7.47;0.267;0.338;15.69;0.076;23.1;146.0;0.99276;3.21;0.42;10.17;7
7.11;0.348;0.366;6.82;0.083;31.7;206.4;0.99755;3.45;0.53;9.21;4
7.69;0.036;0.303;3.16;0.052;41.0;123.8;0.9926;3.39;0.64;10.42;5
8.04;0.389;0.111;5.62;0.042;43.2;139.8;0.99365;2.97;0.55;12.57;6
7.08;0.307;0.291;2.85;0.032;21.1;194.0;0.99208;3.43;0.43;9.96;5
7.27;0.391;0.492;13.38;0.074;55.4;179.1;0.99194;3.01;0.47;9.47;6
5.73;0.359;0.103;4.3;0.039;45.5;150.3;0.98388;3.03;0.77;9.99;6
7.1;0.194;0.444;5.53;0.076;45.5;81.6;0.99587;3.17;0.52;11.27;6
5.54;0.175;0.148;5.84;0.08;26.6;78.4;0.98957;3.28;0.61;9.06;6
8.49;0.39;0.374;5.29;0.038;21.3;55.9;0.99636;2.94;0.36;12.17;7
7.52;0.229;0.298;14.13;0.021;36.2;117.9;1.00042;3.08;0.45;10.23;6
6.73;0.289;0.298;12.95;0.048;62.4;69.6;0.99109;3.31;0.62;11.95;6
7.37;0.109;0.172;6.53;0.055;4.8;53.5;0.99152;3.33;0.37;9.33;5
7.61;0.47;0.366;9.32;0.048;15.5;197.9;0.99279;3.27;0.44;10.73;6
4.52;0.14;0.469;0.6;0.066;54.0;138.2;0.99475;3.05;0.45;11.71;7
7.79;0.368;0.418;8.71;0.078;37.1;108.9;0.99099;3.35;0.51;12.35;6
6.3;0.24;0.238;1.87;0.009;27.3;182.0;0.99273;3.11;0.46;11.67;7
6.45;0.058;0.335;0.6;0.031;19.6;203.6;0.99005;3.04;0.39;11.87;7
6.67;0.075;0.424;13.61;0.042;15.7;183.5;0.99077;3.37;0.33;9.97;5
7.0;0.414;0.107;6.18;0.051;45.4;245.5;0.99051;3.33;0.57;11.39;6
7.43;0.239;0.51;7.82;0.064;33.5;172.4;0.99274;3.15;0.52;9.67;5
6.65;0.291;0.349;9.13;0.046;41.5;121.9;0.99365;3.1;0.33;10.77;6
6.43;0.358;0.409;0.6;0.099;29.4;46.4;0.99646;3.04;0.55;10.39;5
7.42;0.256;0.254;6.51;0.009;54.1;136.8;0.99381;3.11;0.22;11.67;6
6.99;0.148;0.602;12.54;0.048;37.1;102.6;0.99639;3.19;0.45;11.11;5
7.96;0.399;0.331;12.72;0.038;45.8;28.2;0.99646;3.13;0.52;10.18;7
6.45;0.285;0.41;6.92;0.02;27.3;181.2;0.99532;3.46;0.53;10.91;6
6.83;0.339;0.22;12.85;0.009;42.4;152.2;0.99206;3.2;0.75;9.54;6
6.58;0.274;0.405;5.99;0.034;11.8;196.4;0.99394;3.3;0.34;9.26;6
6.71;0.313;0.334;7.09;0.05;24.4;98.3;0.99897;2.93;0.6;11.63;6
6.75;0.34;0.191;2.25;0.036;51.0;168.6;0.99452;3.31;0.54;8.96;6
5.85;0.235;0.046;9.99;0.06;36.3;128.3;0.99425;3.21;0.62;9.92;5
6.79;0.281;0.108;0.6;0.043;35.9;204.8;0.99263;3.27;0.55;11.83;6
6.99;0.15;0.415;0.6;0.042;23.7;195.8;0.98917;3.58;0.36;9.67;5
6.49;0.35;0.396;1.6;0.064;25.5;92.3;0.99087;3.26;0.54;9.5;6
7.18;0.399;0.48;9.28;0.06;47.2;132.2;0.98918;3.11;0.47;10.85;7
6.8;0.379;0.529;12.8;0.045;46.4;114.0;0.99981;3.39;0.3;12.2;7
7.76;0.232;0.088;0.6;0.064;2;170.7;0.98829;3.08;0.37;11.22;7
8.5;0.194;0.475;4.34;0.017;43.1;155.8;0.99367;2.97;0.62;8.89;8
7.32;0.267;0.385;2.87;0.051;16.7;113.2;0.99564;3.12;0.45;10.59;5
5.31;0.185;0.488;11.68;0.026;55.2;114.6;0.99377;3.52;0.29;11.83;4
6.77;0.201;0.371;0.6;0.049;30.4;148.6;0.99074;3.18;0.37;11.51;8
8.32;0.151;0.359;7.64;0.083;29.9;199.5;0.99289;3.27;0.47;13.54;6
6.22;0.348;0.412;18.34;0.009;45.1;136.7;0.994;3.23;0.51;9.17;6
5.54;0.197;0.4;8.84;0.042;25.0;145.0;0.9911;3.38;0.5;10.5;7
6.82;0.436;0.224;8.1;0.077;75.7;168.5;1.00034;3.25;0.47;12.78;8
7.22;0.186;0.299;4.23;0.023;33.5;169.2;0.99308;3.35;0.39;12.07;7
5.55;0.288;0.308;4.88;0.046;54.5;152.0;0.99527;3.16;0.48;11.41;7
7.12;0.284;0.306;13.07;0.042;10.5;227.9;0.99368;3.16;0.6;8.84;6
7.32;0.334;0.237;0.6;0.045;3.4;171.9;0.99927;3.01;0.44;8.38;7
6.81;0.201;0.233;10.63;0.022;44.2;125.1;0.99761;3.13;0.49;11.21;7
7.73;0.225;0.268;5.34;0.016;24.8;138.3;0.99462;3.3;0.45;10.29;5
7.01;0.345;0.491;0.6;0.009;30.4;157.3;0.99325;3.16;0.48;8.29;5
7.23;0.423;0.3;14.45;0.047;47.8;127.8;0.9946;3.04;0.61;9.86;6
7.16;0.209;0.32;0.75;0.039;19.4;125.6;0.99699;3.1;0.45;10.99;6
7.04;0.271;0.218;3.01;0.025;41.1;77.0;0.98876;3.27;0.68;9.57;6
5.6;0.41;0.214;7.01;0.035;32.0;68.9;0.994;3.07;0.63;9.6;7
6.48;0.312;0.313;3.65;0.06;20.6;102.4;0.99004;3.15;0.11;10.48;6
6.65;0.355;0.398;11.05;0.035;15.4;122.8;0.9911;3.03;0.39;8.41;5
6.52;0.105;0.299;6.1;0.054;38.2;116.2;0.98745;3.38;0.5;10.83;5
7.28;0.221;0.383;7.14;0.016;2;151.9;0.992;3.33;0.27;10.98;7
7.11;0.276;0.359;2.76;0.067;26.1;184.7;0.99332;3.26;0.47;11.2;6
6.48;0.345;0.22;9.33;0.046;54.0;166.4;0.99341;3.34;0.55;9.12;6
6.39;0.059;0.409;3.89;0.03;76.9;117.8;0.99673;3.11;0.61;9.25;5
7.57;0.145;0.164;2.76;0.045;17.1;138.3;0.99735;3.11;0.48;11.65;5
6.57;0.377;0.45;4.26;0.041;47.5;76.1;0.99811;3.41;0.58;10.09;6
6.7;0.22;0.407;14.99;0.035;16.0;172.1;0.99678;3.14;0.53;11.84;6
6.65;0.103;0.243;7.6;0.041;35.9;134.9;0.9901;2.9;0.61;8.68;6
8.23;0.341;0.16;0.6;0.044;2;152.6;0.99234;3.35;0.46;11.03;6
7.11;0.323;0.171;0.6;0.032;57.5;97.5;0.98984;3.38;0.56;8.7;6
6.94;0.303;0.236;9.77;0.054;64.8;39.1;0.9888;3.08;0.6;10.04;6
8.17;0.212;0.496;9.82;0.056;37.6;199.1;0.99118;3.52;0.37;9.66;5
6.02;0.091;0.567;10.34;0.032;33.3;151.2;0.99369;3.19;0.51;12.11;6
6.53;0.279;0.411;12.72;0.056;55.7;118.3;0.99417;3.16;0.49;10.62;7
6.9;0.299;0.235;2.5;0.069;47.6;141.8;0.99667;3.06;0.24;12.22;6
8.08;0.206;0.224;4.0;0.059;20.7;165.7;0.9908;3.25;0.51;11.58;6
7.59;0.348;0.551;12.76;0.037;39.8;163.2;0.99257;3.24;0.68;10.49;5
6.41;0.247;0.343;7.62;0.052;58.0;160.4;0.9946;3.3;0.59;9.12;6
5.97;0.322;0.426;1.39;0.011;12.2;48.8;0.99383;3.25;0.37;11.06;6
8.55;0.344;0.191;5.19;0.042;27.4;144.8;0.99263;3.14;0.35;11.11;6
7.02;0.193;0.308;4.5;0.043;45.7;142.9;0.99274;3.28;0.46;11.54;6
8.28;0.377;0.182;5.39;0.054;49.0;139.2;0.99397;3.34;0.57;9.65;5
6.97;0.335;0.373;0.6;0.038;39.0;177.5;0.99767;3.42;0.47;9.58;5
6.16;0.498;0.187;1.6;0.061;27.3;181.3;0.99803;3.25;0.7;8.92;7
6.44;0.382;0.587;10.3;0.06;61.5;139.8;0.9945;2.92;0.36;10.08;8
6.35;0.189;0.498;0.6;0.071;67.5;101.7;0.99339;3.33;0.38;11.24;6
6.51;0.382;0.432;7.12;0.056;12.4;150.8;0.99865;3.25;0.39;11.01;6
5.47;0.332;0.259;7.21;0.039;30.3;180.2;0.99446;3.26;0.46;11.28;8
6.91;0.094;0.276;6.17;0.037;2;87.8;0.99674;3.02;0.65;9.47;5
7.7;0.253;0.353;16.7;0.024;46.0;123.3;0.99496;3.43;0.57;11.82;6
6.76;0.354;0.344;6.91;0.077;73.4;151.4;0.99495;3.18;0.6;12.03;7
6.26;0.324;0.498;7.03;0.068;41.5;142.9;0.99597;3.31;0.51;11.28;7
7.17;0.29;0.352;3.54;0.036;30.2;211.8;0.99453;3.03;0.64;9.22;5
9.01;0.356;0.47;4.92;0.053;60.5;134.1;0.99757;3.11;0.61;9.57;4
7.28;0.137;0.225;0.6;0.048;40.7;87.7;0.99294;3.32;0.89;10.11;6
7.8;0.255;0.307;12.35;0.042;28.9;178.2;0.9969;3.17;0.44;11.98;6
6.82;0.269;0.502;4.94;0.052;52.2;173.3;0.99782;3.04;0.63;9.42;5
6.71;0.302;0.21;0.6;0.029;19.6;176.7;0.99522;3.11;0.54;10.16;6
7.23;0.172;0.264;3.21;0.057;19.8;72.9;0.9928;3.15;0.36;12.26;6
7.28;0.331;0.503;6.8;0.077;68.6;55.4;0.99278;3.23;0.33;12.81;5
6.74;0.18;0.009;2.27;0.061;22.9;84.7;0.99395;3.2;0.3;9.48;7
4.87;0.233;0.285;13.18;0.041;70.8;130.0;0.99411;2.96;0.54;8.8;7
6.2;0.371;0.164;9.9;0.038;38.9;121.5;0.99192;3.43;0.24;10.76;7
8.06;0.157;0.292;11.22;0.066;42.3;182.9;0.98935;3.05;0.37;8.79;5
7.96;0.249;0.371;0.6;0.015;15.7;191.8;0.99643;3.38;0.71;11.71;5
6.99;0.284;0.258;9.31;0.046;21.1;118.9;0.99545;3.53;0.5;12.81;6
6.35;0.139;0.331;6.87;0.038;33.0;111.4;0.99418;3.34;0.6;9.8;7
7.09;0.316;0.436;16.17;0.051;36.1;201.0;0.9899;3.25;0.37;11.47;6
6.94;0.279;0.46;10.5;0.083;34.9;177.7;0.99312;2.98;0.73;10.99;7
8.23;0.35;0.214;6.23;0.061;59.8;68.0;0.99112;3.21;0.57;10.95;6
6.47;0.298;0.168;7.93;0.073;19.7;116.6;0.99447;3.44;0.72;12.48;5
5.95;0.173;0.21;5.73;0.02;49.0;97.5;0.99365;3.07;0.45;8.79;5
6.97;0.325;0.324;5.69;0.025;51.6;131.8;0.99218;3.13;0.35;11.8;6
7.9;0.254;0.218;1.64;0.071;45.1;145.1;0.99425;3.26;0.39;10.74;5
5.06;0.238;0.389;16.8;0.041;35.5;138.3;0.99275;3.12;0.51;11.7;6
4.51;0.337;0.202;5.36;0.009;50.2;140.0;0.99222;3.34;0.62;9.05;6
6.87;0.296;0.413;12.55;0.038;53.9;174.0;0.98728;3.27;0.71;10.13;6
8.08;0.322;0.491;6.0;0.054;33.3;129.7;0.99284;3.31;0.36;10.26;5
6.36;0.5;0.251;7.61;0.029;35.6;91.1;0.99504;3.17;0.34;9.9;6
4.08;0.163;0.445;8.64;0.028;20.4;136.0;0.99392;3.17;0.42;10.52;5
5.35;0.058;0.343;14.53;0.019;28.7;186.4;0.99709;3.26;0.46;10.17;5
7.13;0.313;0.252;3.39;0.052;32.1;145.5;0.99705;3.06;0.44;11.09;5
6.73;0.312;0.146;7.94;0.038;76.6;160.1;0.98947;2.97;0.53;10.36;7
7.62;0.179;0.382;1.23;0.045;43.7;196.9;0.99787;3.51;0.55;8.28;6
6.75;0.259;0.234;1.64;0.06;41.5;189.6;0.9936;2.9;0.37;12.18;7
7.67;0.317;0.235;0.6;0.068;20.4;164.7;0.99725;3.08;0.44;11.34;6
7.8;0.299;0.14;2.66;0.028;39.8;219.5;0.99692;3.31;0.4;10.7;5
6.43;0.281;0.345;5.05;0.026;37.6;184.6;0.99627;3.07;0.43;9.6;5
7.54;0.389;0.237;11.77;0.036;15.8;84.9;0.99342;3.22;0.38;9.75;6
6.84;0.343;0.48;9.74;0.041;31.1;73.2;0.99728;3.06;0.62;12.77;4
7.1;0.21;0.155;6.25;0.056;57.2;67.1;0.99309;3.16;0.58;11.4;6
7.55;0.296;0.527;0.6;0.067;43.9;161.4;0.99831;3.3;0.38;11.19;5
7.79;0.258;0.164;18.71;0.048;47.6;137.1;0.99421;3.12;0.53;11.27;5
6.16;0.274;0.376;5.62;0.091;49.7;161.7;0.99606;3.48;0.56;10.44;7
6.97;0.338;0.439;1.64;0.052;46.1;131.2;0.99458;3.17;0.6;10.7;7
6.45;0.229;0.249;5.84;0.064;39.4;152.0;0.9917;3.21;0.41;10.04;6
6.16;0.289;0.339;4.32;0.013;26.3;163.8;0.9978;3.16;0.57;11.42;5
7.36;0.49;0.55;0.6;0.066;28.7;118.0;0.99397;3.34;0.56;12.0;6
6.25;0.305;0.32;1.95;0.028;16.0;89.4;0.99338;3.21;0.34;11.18;3
7.27;0.1;0.382;5.39;0.108;17.6;76.7;0.99445;3.31;0.54;10.0;6
6.92;0.369;0.086;8.67;0.055;48.6;143.9;0.99513;3.18;0.44;10.49;7
9.19;0.286;0.472;0.6;0.014;27.6;155.5;0.99426;3.23;0.51;10.08;5
6.09;0.331;0.32;0.6;0.05;37.9;159.1;0.99024;2.98;0.59;11.95;7
6.25;0.397;0.525;16.7;0.065;13.7;100.4;0.99665;3.22;0.29;11.6;5
7.81;0.344;0.542;12.92;0.041;43.8;155.8;0.99393;3.51;0.56;10.57;8
6.31;0.395;0.573;2.58;0.03;69.0;135.7;0.99816;3.14;0.54;11.0;6
7.35;0.228;0.289;0.6;0.05;38.9;97.0;0.99471;3.04;0.6;8.43;6
5.2;0.276;0.365;8.14;0.049;63.3;179.5;0.99596;3.3;0.44;9.83;6
6.88;0.471;0.373;5.45;0.075;32.5;170.5;0.9981;3.33;0.33;10.08;6
5.75;0.228;0.456;0.6;0.064;56.5;98.7;0.99258;3.13;0.5;11.62;6
5.75;0.211;0.213;2.68;0.057;20.6;94.5;0.99535;3.18;0.44;9.92;5
7.28;0.256;0.284;10.5;0.046;47.9;93.1;0.99671;3.17;0.56;8.62;7
5.44;0.245;0.221;1.18;0.069;31.3;197.0;0.99439;3.22;0.58;8.0;4
7.22;0.086;0.354;7.02;0.037;47.3;157.0;0.9906;3.33;0.33;12.12;5
7.0;0.291;0.386;0.6;0.036;47.0;17.3;0.99391;3.1;0.44;9.75;5
7.2;0.266;0.423;7.62;0.009;49.7;125.5;0.99613;2.97;0.34;11.43;6
6.99;0.168;0.375;16.6;0.045;66.4;150.3;0.99133;3.27;0.46;11.18;5
7.09;0.33;0.195;4.98;0.07;15.0;105.0;0.99703;3.28;0.46;11.18;5
5.46;0.299;0.475;2.52;0.012;24.3;176.2;0.99387;3.33;0.66;9.76;7
7.24;0.401;0.286;8.08;0.049;38.6;189.0;0.99361;3.35;0.57;10.86;5
6.54;0.26;0.38;8.43;0.028;29.4;161.4;0.99264;3.14;0.39;10.29;7
6.31;0.345;0.249;6.43;0.059;33.9;154.2;0.99618;3.31;0.53;11.36;6
7.39;0.356;0.336;10.35;0.039;38.8;96.1;0.99187;3.22;0.55;11.03;6
7.6;0.128;0.196;2.18;0.018;43.0;143.4;0.99506;3.17;0.69;11.81;6
7.41;0.275;0.437;0.6;0.049;55.3;114.1;0.99574;3.07;0.47;8.57;6
7.58;0.201;0.177;0.6;0.01;51.7;163.3;0.99311;3.17;0.63;12.77;4
6.9;0.381;0.304;0.6;0.009;56.2;148.0;0.99077;3.27;0.41;11.66;6
6.62;0.236;0.494;9.98;0.052;43.3;133.6;0.9911;3.45;0.49;11.67;6
8.24;0.416;0.442;11.85;0.027;27.9;139.6;0.99495;3.01;0.36;10.84;6
7.44;0.327;0.277;0.6;0.009;26.0;195.8;0.99203;3.42;0.51;10.56;6
7.31;0.284;0.34;5.57;0.013;45.3;70.9;1.00415;3.19;0.39;11.07;5
5.97;0.476;0.226;2.75;0.055;62.9;131.4;0.99395;3.27;0.42;8.3;6
6.85;0.34;0.308;11.71;0.034;52.5;150.9;0.99559;3.3;0.51;11.42;6
4.83;0.308;0.464;10.14;0.06;40.9;168.6;0.99783;3.17;0.61;9.49;7
6.44;0.035;0.283;12.95;0.067;30.3;129.1;0.98985;3.4;0.56;9.59;7
6.48;0.232;0.25;5.23;0.062;29.9;166.6;0.99336;3.17;0.59;11.03;5
7.8;0.448;0.424;1.46;0.025;35.8;135.2;1.00031;3.23;0.36;9.11;6
7.03;0.283;0.272;4.43;0.026;61.5;111.9;0.99026;3.02;0.43;10.83;6
6.71;0.303;0.433;10.72;0.085;40.6;132.1;0.99512;2.95;0.51;11.19;5
5.99;0.295;0.305;6.45;0.069;37.9;173.5;0.99391;2.99;0.61;11.85;5
7.44;0.217;0.3;9.23;0.028;55.6;124.8;0.98937;3.14;0.42;11.62;6
7.62;0.233;0.202;17.66;0.019;27.7;98.0;0.99672;3.07;0.38;10.45;6
7.42;0.334;0.427;0.6;0.066;44.0;86.1;0.99255;3.18;0.52;10.7;5
8.81;0.277;0.507;0.68;0.084;25.1;198.7;0.99886;3.41;0.52;12.12;6
7.02;0.327;0.567;0.6;0.025;34.2;125.9;0.9933;3.44;0.69;9.69;6
6.16;0.397;0.123;0.6;0.033;51.4;99.4;0.99054;3.13;0.3;9.51;6
8.23;0.268;0.443;9.11;0.049;50.8;124.6;0.99403;3.15;0.38;13.13;5
5.06;0.204;0.461;9.78;0.054;39.1;239.1;0.99562;3.28;0.33;9.5;4
6.28;0.283;0.463;10.73;0.023;26.7;95.9;0.99552;3.18;0.47;8.71;5
6.66;0.198;0.416;8.34;0.058;21.9;158.8;0.98978;3.23;0.41;11.59;6
6.79;0.218;0.253;3.65;0.082;47.4;197.4;0.99008;3.16;0.41;10.46;4
5.91;0.279;0.23;0.6;0.041;26.5;200.0;0.99035;3.36;0.41;12.17;5
6.38;0.365;0.443;10.45;0.046;32.6;143.6;1.00217;3.48;0.49;11.65;6
5.87;0.207;0.491;4.02;0.052;49.3;154.1;1.00085;3.0;0.62;9.14;5
7.75;0.228;0.457;9.16;0.014;16.7;149.1;0.99689;3.11;0.54;8.82;5
5.24;0.296;0.376;6.51;0.069;48.4;92.8;0.99392;3.21;0.54;12.29;6
6.59;0.133;0.045;0.6;0.061;37.6;113.2;0.99611;3.11;0.33;11.15;6
7.2;0.275;0.271;1.72;0.009;26.3;179.2;0.99746;3.31;0.69;11.16;7
6.85;0.374;0.18;6.34;0.038;37.0;116.2;0.98908;3.13;0.57;11.13;6
6.3;0.362;0.384;8.48;0.018;15.1;136.7;0.9993;3.0;0.53;10.24;5
6.08;0.222;0.199;9.81;0.047;62.7;105.2;0.99552;3.07;0.54;8.0;7
6.71;0.226;0.125;0.6;0.073;21.4;86.9;0.993;3.0;0.58;8.14;7
5.85;0.229;0.316;15.16;0.062;66.2;165.8;0.98947;3.12;0.61;10.97;6
6.05;0.265;0.246;0.6;0.035;26.7;170.6;0.99527;2.82;0.64;9.54;6
7.53;0.329;0.264;10.6;0.033;39.1;190.0;0.99271;3.05;0.34;10.78;6
4.73;0.282;0.215;8.91;0.047;36.7;120.6;0.99351;3.16;0.38;11.57;5
6.88;0.304;0.187;5.17;0.07;34.8;161.7;0.99401;3.46;0.35;12.25;6
6.26;0.05;0.246;11.06;0.077;19.5;117.3;0.9959;3.06;0.5;11.23;4
6.49;0.221;0.356;0.6;0.067;34.0;136.7;0.99406;3.06;0.37;10.14;6
6.12;0.195;0.528;11.6;0.01;18.6;112.2;0.99628;3.21;0.52;9.76;5
5.8;0.379;0.626;6.82;0.063;34.8;90.4;0.99571;2.95;0.45;10.61;6
