fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5.84;0.389;0.4;3.55;0.01;3.1;14.1;0.99665;3.65;0.61;10.49;7
6.93;0.721;0.232;3.51;0.123;10.5;6;0.99581;3.54;0.83;9.12;7
7.54;0.438;0.158;1.72;0.047;28.8;93.8;0.99638;3.49;0.61;10.1;5
6.88;0.404;0.444;0.9;0.057;1;73.5;0.99755;3.2;0.84;8.83;6
9.28;0.543;0.209;1.71;0.087;9.7;40.8;0.99811;3.44;0.44;9.92;4
11.12;0.56;0.189;4.1;0.03;27.3;6;0.9954;3.27;0.72;8.55;5
6.29;0.174;0;4.83;0.127;14.5;41.4;0.9966;3.31;0.89;10.84;6
4.87;0.766;0.113;1.12;0.024;2.3;33.6;0.9975;2.92;0.63;11.06;6
8.73;0.63;0.086;2.42;0.033;21.7;76.3;0.99854;3.31;0.81;10.26;5
7.34;0.501;0.325;4.32;0.06;9.5;14.0;0.99509;3.25;0.69;9.51;5
8.58;0.589;0.073;2.49;0.067;14.8;50.6;0.99799;3.24;0.8;10.77;6
11.17;0.862;0.263;2.73;0.086;10.3;15.3;0.99886;3.19;0.35;8.56;6
6.65;0.888;0.447;2.07;0.05;13.7;98.4;0.99483;3.11;0.87;10.12;7
8.49;0.603;0.483;3.35;0.078;28.4;35.4;0.9974;3.31;0.52;8.8;7
7.6;0.566;0;2.02;0.167;13.2;6;0.99311;3.31;0.56;9.49;5
8.72;0.829;0.383;0.9;0.065;17.0;71.7;0.99466;3.45;0.63;10.5;6
5.89;0.471;0.035;0.94;0.024;7.5;114.2;0.99862;3.52;0.84;10.28;6
9.02;0.36;0.343;1.69;0.042;10.3;42.8;0.99407;3.48;0.24;9.65;5
6.62;0.169;0.356;0.9;0.01;34.2;6.9;0.9959;3.32;0.67;9.33;7
7.09;0.426;0.567;3.6;0.062;3.0;71.2;0.99558;3.3;0.72;12.42;5
9.62;0.82;0.492;0.9;0.225;2.0;6.1;0.99728;3.3;0.72;11.82;6
9.94;0.481;0.357;2.18;0.069;1;6;0.99584;3.46;0.55;9.81;6
6.8;0.458;0.189;3.9;0.122;16.1;56.1;0.99977;3.04;0.79;11.58;7
10.43;0.362;0.311;1.93;0.143;22.3;86.6;0.99875;3.05;0.79;11.45;5
8.84;0.48;0.303;2.66;0.075;15.8;17.3;0.99575;3.03;0.46;9.15;8
7.63;0.221;0.327;1.87;0.112;18.2;6;0.99616;3.48;0.49;10.35;6
6.56;0.229;0.361;0.9;0.115;26.7;27.0;0.9971;3.52;0.58;12.13;6
7.75;0.447;0.374;2.03;0.088;13.8;53.6;0.99781;3.63;0.53;11.34;5
13.0;0.672;0.137;4.51;0.01;13.2;59.5;0.99542;3.22;0.63;9.84;6
6.96;0.638;0.073;0.9;0.159;6.2;43.3;0.99818;3.18;0.43;10.58;6
8.99;0.61;0.511;3.48;0.094;22.4;12.6;0.999;3.39;0.74;11.06;6
5.75;0.404;0.287;3.95;0.162;18.9;47.8;0.99569;3.27;0.62;10.2;6
9.58;0.575;0.474;5.76;0.038;8.0;98.6;0.99705;3.24;0.54;11.42;8
9.3;0.601;0.184;3.46;0.031;21.2;6;0.99786;3.52;0.63;12.13;5
6.09;0.596;0.294;3.92;0.112;20.3;71.2;0.99496;3.23;0.7;11.42;6
9.45;0.833;0.351;1.84;0.087;10.4;48.4;0.99386;3.14;0.89;9.31;6
6.66;0.503;0.495;3.01;0.098;34.5;54.4;0.9949;3.1;0.51;10.54;5
5.64;0.664;0.431;2.85;0.179;11.4;112.3;0.99567;3.36;0.58;8.59;6
8.47;0.542;0.106;0.9;0.069;25.0;73.4;0.99898;3.3;0.99;9.51;5
9.09;0.4;0;0.9;0.13;5.9;49.9;0.99533;3.27;0.6;11.34;6
8.01;0.175;0.1;0.9;0.018;21.2;58.5;0.99782;3.2;0.75;8.85;6
7.48;0.774;0.686;3.16;0.088;30.5;105.9;0.99606;3.33;0.67;10.85;4
4.57;0.872;0.096;1.42;0.072;2.2;103.9;0.99552;3.2;0.52;10.89;6
10.75;0.516;0.318;1.16;0.054;16.6;66.4;0.99807;3.34;0.76;10.42;8
8.62;0.362;0.07;3.69;0.011;14.0;59.5;0.99705;3.25;0.97;11.27;7
7.5;0.486;0.526;3.65;0.189;8.6;34.9;0.99595;3.35;0.79;10.81;7
9.74;0.101;0.518;0.9;0.023;8.6;87.9;0.99618;3.34;0.37;11.57;5
7.86;0.491;0.247;2.93;0.099;1;6;0.99609;3.21;0.49;12.86;6
11.6;0.548;0.271;3.16;0.047;1;114.1;0.99872;3.17;0.68;11.09;7
7.47;0.366;0;1.6;0.087;13.9;6;0.99704;3.41;0.66;11.91;5
11.39;0.778;0.144;0.9;0.027;4.2;37.1;0.99656;3.1;0.68;8.4;7
8.56;0.669;0.108;5.66;0.077;14.5;69.4;0.99614;3.29;0.72;9.26;6
6.58;0.524;0.224;1.73;0.159;13.5;6;0.99742;3.42;0.67;9.59;6
7.57;0.513;0.509;2.67;0.14;8.3;26.0;0.99539;3.31;0.61;9.44;6
8.12;0.638;0.439;3.9;0.09;20.6;43.5;0.99808;3.17;0.73;12.07;5
11.81;0.565;0.159;0.9;0.087;23.2;14.3;0.99609;3.04;0.59;11.73;6
6.18;0.691;0.594;3.49;0.021;18.0;18.2;0.99723;3.18;0.83;11.17;4
7.76;0.789;0.534;3.45;0.08;2.4;24.6;0.99821;3.55;0.5;11.68;6
8.01;0.15;0.155;3.33;0.069;11.6;76.0;0.9997;3.2;0.86;8.55;5
6.85;0.595;0.386;2.06;0.123;14.2;93.5;0.99643;3.48;0.76;9.65;6
10.08;0.487;0.287;2.82;0.077;1;94.0;0.99562;3.39;0.71;10.73;7
8.7;0.487;0.257;0.9;0.135;22.9;59.3;0.99825;3.5;0.77;9.81;5
7.8;0.774;0.516;4.52;0.155;18.6;65.1;0.9954;2.9;0.73;9.59;5
7.97;0.8;0.214;3.38;0.144;5.8;12.2;0.99457;3.24;0.56;9.71;5
5.27;0.447;0.101;3.02;0.085;24.8;106.9;0.9967;3.39;0.53;10.28;7
8.36;0.721;0.199;4.03;0.09;13.8;69.5;0.99854;3.32;0.47;11.14;5
9.79;0.779;0.127;3.42;0.083;26.8;50.1;0.99992;3.55;0.49;10.07;6
7.01;0.594;0.087;3.08;0.063;12.2;91.9;0.99558;3.23;0.58;9.94;4
10.37;0.595;0.305;3.14;0.078;32.3;43.0;0.99533;3.41;0.82;9.92;6
9.58;0.728;0.267;2.86;0.046;30.1;6;0.99978;3.4;0.83;10.94;5
10.07;0.249;0.316;1.91;0.091;8.0;51.2;0.99466;3.31;0.61;8.64;6
9.05;0.729;0.246;2.03;0.05;9.3;88.0;1.00102;3.4;0.53;10.31;6
9.47;0.884;0.357;1.79;0.137;25.5;37.5;0.99773;3.3;0.74;10.45;5
8.09;0.57;0.059;1.42;0.061;21.1;56.7;0.99891;3.43;1.18;8.89;6
10.65;0.622;0.169;0.9;0.111;21.3;104.1;0.99632;3.32;0.35;9.77;6
8.75;0.466;0.35;3.85;0.055;7.8;57.0;0.9963;3.22;0.72;11.33;6
7.8;0.862;0.478;1.62;0.112;18.4;39.2;0.99812;3.31;0.66;9.74;5
7.02;0.879;0.314;2.71;0.053;13.1;6;0.99487;3.27;0.46;10.23;6
7.16;0.423;0.212;2.01;0.07;15.3;55.3;0.99584;3.38;0.58;9.93;6
8.39;0.663;0.032;0.9;0.075;15.5;77.9;0.99613;3.27;0.76;10.11;6
8.87;0.48;0.291;2.07;0.01;7.1;19.2;0.99762;3.24;0.35;10.39;5
8.82;0.383;0.701;3.16;0.082;13.9;6.4;0.99756;3.48;0.66;11.92;5
8.31;0.341;0.484;3.78;0.054;24.9;11.9;0.99331;3.36;0.75;9.63;5
9.24;0.722;0.268;1.8;0.12;25.1;44.9;0.99446;3.5;0.41;11.15;6
7.21;0.479;0.313;0.9;0.084;42.6;15.2;0.99732;3.24;0.18;9.35;8
7.13;0.478;0.422;3.03;0.178;35.1;54.8;0.99614;3.2;0.45;9.97;7
8.59;0.568;0.206;3.15;0.045;26.1;52.9;1.00015;3.44;0.75;11.94;6
6.92;0.557;0.157;3.53;0.023;1;13.4;0.99537;3.24;0.63;9.03;5
11.12;0.633;0.068;4.66;0.01;26.4;62.6;0.99571;3.19;0.47;12.27;5
8.54;0.509;0.322;1.76;0.08;8.5;46.1;0.99963;3.39;0.51;11.14;6
7.09;0.523;0.223;3.91;0.1;19.1;37.0;0.99644;3.26;0.7;8.58;5
8.29;0.68;0.452;0.9;0.092;20.7;89.4;0.99657;3.19;0.92;11.23;5
8.99;0.491;0.176;1.24;0.063;23.4;40.4;0.99647;3.16;1.13;8.4;5
4.79;0.56;0.316;2.93;0.058;3.5;85.9;0.99726;3.25;1.05;11.3;7
10.51;0.282;0.561;2.73;0.126;23.2;68.8;0.99689;3.21;0.63;9.6;6
8.12;0.514;0.166;2.45;0.078;2.5;22.3;0.99782;3.34;0.59;12.27;6
10.72;0.613;0.458;2.61;0.075;36.1;11.3;0.99349;3.62;0.7;9.96;5
7.3;0.609;0.257;1.41;0.173;9.3;42.3;0.9946;3.31;0.69;10.32;5
6.78;0.497;0.183;3.05;0.062;23.9;29.4;0.99571;3.49;0.63;10.99;7
6.06;0.782;0.048;4.3;0.098;14.7;65.0;0.99892;3.17;0.8;10.97;7
6.47;0.363;0.29;3.58;0.159;38.6;71.3;0.99579;3.21;0.63;11.28;6
9.98;0.628;0.146;2.06;0.032;38.7;128.0;0.99775;3.3;1.0;9.44;5
4.35;0.372;0.392;3.37;0.142;4.3;53.0;0.9928;3.17;0.75;8.4;7
9.74;0.659;0.208;2.66;0.065;22.9;97.6;0.99556;3.23;0.55;10.1;5
7.69;0.37;0.188;1.06;0.023;15.7;38.9;0.99491;3.42;0.5;10.88;4
9.19;0.53;0.237;2.36;0.135;14.4;6;0.99673;3.25;1.1;9.04;7
6.78;0.537;0.132;2.82;0.076;17.6;43.5;0.99485;3.23;0.87;10.35;6
5.99;0.752;0.035;1.01;0.08;17.3;37.9;0.999;3.31;0.44;11.48;6
5.88;0.501;0.42;2.9;0.055;21.2;63.6;0.99483;3.12;0.77;11.64;5
9.03;0.622;0.087;2.42;0.064;20.3;6;0.99636;3.23;0.5;11.03;5
6.0;0.374;0.332;4.02;0.087;31.9;95.5;0.99483;3.29;0.57;11.3;5
9.57;0.352;0.242;2.97;0.033;25.6;36.5;0.99432;3.49;0.84;9.7;6
10.38;0.821;0.4;4.55;0.052;20.2;50.6;0.99465;3.26;0.6;10.91;6
9.18;0.523;0.48;3.63;0.041;37.5;48.9;0.99689;3.51;0.49;10.59;5
7.27;0.448;0.017;1.97;0.01;9.0;64.2;0.99703;3.29;0.62;11.38;6
6.27;0.406;0.678;3.94;0.102;22.7;90.7;0.99447;3.16;0.41;9.36;5
6.12;0.593;0.346;2.28;0.073;25.4;37.5;0.99719;3.14;0.75;10.27;6
9.22;0.493;0.5;0.9;0.076;12.0;36.2;0.99636;3.09;0.85;10.32;6
12.98;0.314;0.21;4.42;0.064;27.5;77.2;0.99664;3.45;0.82;8.92;6
8.02;0.632;0.506;1.53;0.01;18.2;46.5;0.99603;3.26;0.83;8.85;8
6.97;0.61;0.019;1.8;0.118;16.4;35.0;0.99999;3.24;0.85;10.37;6
8.49;0.37;0.526;2.28;0.079;20.1;72.8;0.99521;3.51;0.92;9.46;6
5.89;0.556;0.454;1.44;0.045;31.6;6;0.99831;3.38;0.53;10.27;6
6.82;0.598;0.549;3.44;0.01;1;115.7;0.99661;3.35;0.9;10.27;6
6.76;0.45;0;0.95;0.088;1;43.2;0.99714;3.16;0.76;10.51;7
10.22;0.559;0.428;4.42;0.14;19.9;6;0.9963;3.32;0.46;10.56;5
10.83;0.392;0;2.18;0.146;32.5;80.4;0.99267;3.27;0.58;10.23;6
6.41;0.511;0.268;4.5;0.057;12.2;38.6;0.99613;3.32;0.41;10.22;5
6.99;0.454;0.4;1.76;0.1;23.7;31.5;0.99856;3.37;0.72;10.39;6
8.62;0.405;0.259;1.81;0.12;26.2;86.4;0.9964;3.42;0.87;11.06;5
7.46;0.56;0;2.93;0.099;18.0;28.0;0.99723;3.14;0.53;11.27;6
6.01;0.4;0.594;2.05;0.019;1;27.9;0.99678;3.14;0.87;11.86;7
6.44;0.566;0.15;0.9;0.054;17.5;57.2;1.00042;3.06;0.41;9.13;6
10.01;0.617;0;2.21;0.09;6.3;51.2;0.99557;3.33;0.68;8.97;5
10.88;0.727;0.319;1.34;0.038;1;13.9;0.99631;3.13;0.78;8.4;5
6.93;0.349;0.563;0.9;0.042;1;69.3;0.99536;3.28;0.62;10.05;7
6.53;0.434;0.093;1.68;0.01;9.3;83.2;1.00095;3.38;0.69;11.14;5
5.57;0.263;0.28;4.73;0.134;33.0;6;0.99668;3.31;0.72;10.9;6
6.56;0.678;0.366;4.55;0.062;28.3;70.4;0.99586;3.46;0.59;11.4;5
8.15;1.054;0.298;1.93;0.101;13.1;76.8;0.9961;3.29;0.57;8.52;5
10.56;0.251;0.297;4.73;0.055;21.5;22.6;0.99795;3.09;0.59;9.74;5
8.5;0.834;0.104;5.3;0.221;13.2;31.0;0.997;3.32;0.62;9.2;5
9.05;0.522;0.147;1.4;0.01;20.9;19.0;0.99548;3.39;0.84;9.31;5
7.71;0.623;0.508;0.9;0.044;16.9;85.2;0.99468;3.41;0.34;12.62;6
8.08;0.442;0;2.79;0.135;29.1;140.3;0.99614;3.34;0.47;12.4;5
10.05;0.235;0.324;3.09;0.082;3.4;6;0.99646;3.36;0.49;11.97;6
6.37;0.511;0.25;1.07;0.169;11.3;44.3;0.99719;3.54;0.53;10.22;5
6.1;0.419;0.289;6.61;0.133;21.2;6;0.99652;3.37;0.33;10.35;5
9.27;0.635;0.29;2.35;0.109;20.0;30.7;0.99611;3.05;0.76;10.3;6
11.02;0.636;0;2.21;0.103;30.8;107.1;0.99796;3.46;0.95;10.35;5
6.01;0.621;0.345;4.77;0.049;28.3;47.0;0.99576;3.39;0.81;9.86;6
11.05;0.355;0.232;2.1;0.036;28.8;99.0;1.00104;3.34;0.42;10.93;7
8.11;0.479;0.505;1.55;0.135;12.8;103.1;0.99485;3.25;0.77;11.69;5
9.79;0.57;0;2.36;0.025;19.1;74.6;0.99626;3.22;0.42;9.95;6
9.11;0.533;0.434;3.47;0.094;24.3;49.0;0.99709;3.61;0.88;9.29;7
5.57;0.344;0.043;4.57;0.15;26.3;81.5;0.99869;3.19;1.01;9.95;6
8.28;0.729;0.52;1.75;0.12;11.9;6;0.99852;3.33;0.51;10.64;6
8.9;0.407;0.385;5.81;0.13;14.8;81.8;0.99234;3.33;0.58;9.99;6
10.16;0.769;0.324;4.52;0.151;7.2;56.7;0.99715;3.2;0.6;8.4;5
9.56;0.261;0;1.97;0.055;8.9;6;0.99466;3.23;0.84;9.96;5
10.01;0.267;0.322;0.9;0.204;16.4;62.1;0.99472;2.98;0.49;9.4;5
10.36;0.221;0;4.01;0.118;20.0;43.2;0.99356;3.38;0.59;9.89;4
7.47;0.605;0.135;0.9;0.057;8.6;86.6;0.99807;3.3;0.57;11.02;6
10.92;0.462;0.275;1.37;0.077;1;33.3;0.99073;3.47;0.71;10.5;6
9.16;0.551;0.369;0.9;0.019;19.9;59.6;0.99593;3.0;0.47;11.0;6
8.54;0.131;0.346;4.64;0.108;20.3;61.3;0.99825;3.35;0.71;9.28;5
5.62;0.347;0.445;3.56;0.097;8.8;58.1;0.99481;3.47;0.21;10.01;7
6.93;0.44;0.223;3.83;0.016;17.1;6;0.99621;3.38;0.77;11.28;6
6.55;0.463;0.319;2.36;0.161;27.8;6;0.99456;3.49;0.68;11.09;5
8.36;0.309;0;0.9;0.13;18.1;6;0.99744;3.52;0.48;10.26;7
7.95;0.495;0.365;4.04;0.15;11.4;52.7;0.99498;3.42;0.66;11.39;5
9.76;0.33;0.515;1.58;0.079;17.8;6;0.99649;3.41;0.73;8.86;7
7.25;0.545;0.243;2.17;0.063;9.1;19.3;0.99738;3.4;0.39;12.11;7
9.09;0.669;0.568;1.84;0.089;29.1;14.3;0.99529;3.23;0.74;11.95;5
8.6;0.37;0.524;3.87;0.118;8.5;53.3;0.99881;2.99;0.69;11.92;5
11.47;0.453;0.337;2.16;0.022;22.8;43.1;0.99873;3.48;0.74;10.63;6
7.29;0.555;0.05;4.99;0.021;4.7;17.2;0.99471;3.51;1.05;10.7;6
7.74;-0.065;0.312;0.9;0.038;12.8;98.8;0.99658;3.19;0.55;11.67;7
7.49;0.471;0.253;2.48;0.1;15.5;6;0.9973;3.5;0.7;8.52;6
8.72;0.399;0.311;2.33;0.084;12.9;6;0.99777;3.41;0.61;10.05;6
7.4;0.791;0.468;0.9;0.138;17.6;55.6;0.99287;3.08;0.83;9.6;6
9.73;0.571;0.214;3.53;0.061;26.7;53.5;0.99613;3.68;0.37;9.92;6
11.45;0.708;0.264;2.07;0.153;10.6;58.6;0.9961;3.17;0.83;9.98;6
9.13;0.785;0.392;3.66;0.214;16.2;62.6;0.99225;3.36;0.28;9.11;5
8.28;0.398;0.18;3.43;0.071;8.2;74.4;0.99738;3.12;0.68;11.63;6
10.23;0.381;0.238;0.9;0.029;33.8;26.3;0.99735;3.29;0.8;9.68;5
9.47;0.438;0.358;2.36;0.075;31.8;6;0.99679;3.1;0.63;9.66;6
12.75;0.639;0.399;0.9;0.11;14.9;57.9;0.99766;3.23;0.89;9.92;5
6.94;0.744;0.152;4.22;0.057;1;20.1;0.99725;3.49;0.88;10.81;6
9.51;0.83;0.21;3.8;0.1;9.8;51.9;0.99936;3.2;0.56;13.23;6
7.41;0.277;0.35;3.39;0.127;18.2;64.4;0.99775;3.39;0.86;11.33;5
8.65;0.371;0.44;3.16;0.121;25.2;30.4;0.99563;3.31;0.51;10.66;3
7.98;0.038;0.125;4.46;0.049;17.3;133.2;0.99486;3.23;0.62;8.4;5
6.81;0.418;0;3.17;0.072;7.3;37.6;0.99373;3.48;0.59;10.58;5
6.87;0.342;0.348;5.79;0.085;18.1;11.8;0.99621;3.28;0.59;9.72;5
8.24;0.186;0;3.66;0.063;28.1;98.2;0.99545;3.42;0.62;11.39;7
8.84;0.472;0.241;1.03;0.172;15.0;32.2;1.00004;3.47;0.62;10.89;6
7.74;0.632;0.337;0.9;0.102;19.7;45.4;0.99979;3.25;0.81;11.0;7
6.42;0.644;0.191;0.9;0.107;21.0;15.7;0.99833;3.59;0.74;10.88;6
7.04;0.486;0.28;3.64;0.088;34.9;29.5;0.99397;3.35;0.8;9.73;6
7.82;0.402;0.382;3.31;0.104;15.7;45.3;0.99419;3.03;0.52;9.58;6
6.9;0.685;0.425;0.9;0.046;17.8;56.2;0.99505;3.6;0.72;10.9;5
4.96;0.719;0.173;3.46;0.01;11.3;6;0.99642;3.34;0.73;10.44;7
6.14;0.654;0.014;1.86;0.155;14.1;32.8;0.9936;3.17;0.86;10.52;5
6.74;0.543;0.345;2.19;0.106;22.0;72.9;1.00045;3.09;0.45;9.12;6
7.98;0.531;0.177;2.0;0.092;25.8;6;0.99507;3.33;0.45;11.92;7
5.9;0.351;0.107;4.4;0.172;19.3;57.7;1.00039;3.38;0.75;10.82;5
8.97;0.412;0;4.69;0.125;16.0;36.8;0.99933;3.48;0.6;10.39;5
8.31;0.594;0.112;0.9;0.108;1;66.0;1.00063;3.37;0.8;12.16;7
10.14;0.685;0.214;3.43;0.134;14.8;22.2;0.99592;3.28;0.63;10.34;5
8.83;0.664;0.462;1.53;0.108;15.1;55.2;0.99889;3.27;0.5;9.45;7
7.32;0.598;0.431;1.83;0.109;16.6;62.4;0.99767;3.3;0.73;10.79;6
7.7;0.306;0.434;2.86;0.116;21.5;23.5;0.99573;3.47;0.63;9.58;6
7.84;0.553;0.337;3.41;0.042;13.0;27.8;0.99891;3.31;0.8;11.13;6
9.15;0.578;0.064;3.64;0.173;30.1;58.4;0.9966;3.45;0.63;8.4;5
5.33;0.679;0.01;2.14;0.16;8.6;33.5;0.99737;3.1;0.5;11.13;6
6.67;0.644;0.211;4.91;0.115;20.9;6;0.99675;3.36;0.72;10.8;6
8.53;0.701;0.237;2.19;0.063;12.5;36.2;0.99951;3.43;0.69;8.53;5
7.26;0.349;0.257;3.83;0.125;5.7;54.4;0.99656;3.0;0.82;9.73;5
9.33;0.482;0.282;0.9;0.054;10.5;95.1;0.99568;3.31;0.62;9.21;5
7.16;0.291;0.172;0.9;0.01;19.0;13.7;0.99662;2.9;0.67;9.68;7
7.23;0.509;0.311;5.12;0.112;5.8;90.5;1.00065;3.36;0.62;10.83;5
7.31;0.658;0.194;1.64;0.049;4.6;56.7;0.99633;3.26;0.8;11.36;5
8.51;0.679;0.084;3.44;0.066;11.2;6;0.99854;3.3;0.49;11.31;6
10.43;0.686;0.154;3.97;0.091;6.4;23.0;0.99551;3.14;0.74;11.5;6
5.81;0.383;0.235;7.04;0.133;9.8;60.1;0.99666;3.24;0.7;10.02;5
11.17;0.66;0.141;2.69;0.106;1.3;27.5;0.99995;3.13;0.74;10.75;6
10.0;0.234;0.363;2.66;0.095;9.8;6;0.99554;3.26;0.93;10.0;6
10.3;0.442;0.025;0.95;0.031;21.3;18.5;0.99505;3.25;0.73;11.37;5
10.47;0.382;0.336;2.79;0.072;19.0;79.0;0.99792;3.11;0.65;11.87;5
9.18;0.604;0.28;5.18;0.028;18.9;6;0.99777;3.4;0.68;10.96;6
9.34;0.466;0.171;4.72;0.01;13.8;47.1;0.99721;3.26;0.38;9.14;7
6.94;0.621;0.225;2.03;0.158;10.0;56.6;0.99742;3.28;0.26;8.43;7
7.87;0.652;0.21;3.32;0.064;29.5;87.9;0.9955;3.49;0.44;11.55;5
7.46;0.574;0.498;5.87;0.054;18.8;14.2;0.99552;3.05;0.95;9.96;6
9.99;0.887;0.181;3.78;0.07;11.7;6;1.00162;3.36;0.4;9.15;6
10.8;0.427;0.304;1.53;0.049;12.9;76.7;0.99623;3.34;0.58;11.84;5
5.77;0.679;0.168;3.61;0.082;32.3;79.3;0.99682;3.42;0.95;8.91;6
10.48;0.316;0.229;2.75;0.145;1.4;81.0;0.99592;3.06;0.83;9.97;6
4.83;0.653;0.007;1.23;0.085;1;10.4;0.99654;3.14;0.71;10.48;6
6.21;0.295;0.396;3.62;0.059;9.3;63.2;0.99725;2.9;0.61;11.3;6
5.74;0.402;0;1.86;0.136;15.1;21.0;0.99534;3.04;0.69;9.74;5
9.8;0.862;0.641;1.54;0.105;41.0;88.5;0.99543;3.08;0.39;11.12;6
8.13;0.616;0.438;1.55;0.103;24.4;63.2;0.9976;3.28;0.62;9.3;7
5.83;0.604;0.491;4.05;0.121;35.2;51.9;0.99517;3.23;0.66;11.32;8
6.47;0.471;0.55;1.28;0.111;21.1;68.1;0.9965;3.52;0.79;9.85;6
8.08;0.534;0.382;3.47;0.062;1;34.7;0.9938;3.3;0.53;10.73;5
8.66;0.564;0.683;5.88;0.085;29.7;37.4;0.99669;3.26;0.65;11.91;5
7.0;0.633;0.508;2.18;0.055;11.9;6;0.9966;3.37;0.6;9.88;5
10.27;0.567;0.308;4.52;0.156;24.7;6;0.99809;3.25;0.83;9.39;6
8.19;0.682;0.399;1.77;0.167;15.3;83.9;0.99973;3.16;0.4;10.99;5
8.64;0.663;0.303;2.13;0.039;39.8;44.2;0.99843;3.35;0.61;9.23;6
10.3;0.229;0.33;2.98;0.107;11.0;65.7;0.99867;3.26;1.01;9.2;7
7.14;0.296;0.23;2.05;0.096;17.7;6;0.99703;3.29;0.55;8.95;5
4.71;0.289;0.327;1.84;0.164;25.5;27.0;0.99494;3.51;0.59;13.25;6
8.49;0.679;0.219;2.27;0.011;29.0;35.2;0.99684;3.36;0.56;9.68;5
12.19;0.718;0.129;3.5;0.14;40.2;55.9;0.99609;3.37;0.58;10.58;6
6.92;0.475;0.191;1.04;0.09;19.0;19.9;0.9963;3.24;0.5;8.68;6
4.71;0.551;0.028;2.81;0.017;24.0;63.4;0.99427;3.16;0.73;11.37;5
8.72;0.571;0.556;3.47;0.132;7.1;17.3;0.99618;3.47;0.82;9.75;5
10.93;0.807;0.396;1.1;0.083;19.0;55.3;0.99697;3.44;0.77;11.72;6
9.75;0.524;0.416;3.99;0.114;27.5;78.3;0.99722;3.4;0.6;10.7;7
7.64;0.756;0;3.13;0.061;10.1;111.6;0.9959;3.35;0.76;10.39;7
5.95;0.702;0.416;3.24;0.088;21.5;79.5;0.99533;3.02;0.88;10.11;6
4.86;0.198;0.088;4.16;0.07;6.1;40.9;0.99763;3.38;0.67;13.25;6
8.78;0.593;0.536;1.65;0.046;2.9;6;0.99728;3.43;0.47;10.7;4
8.82;0.616;0.126;0.9;0.01;19.6;27.5;0.99605;3.05;0.52;10.55;6
8.39;0.412;0;3.88;0.024;4.9;22.8;0.99614;3.48;0.43;10.54;6
6.93;0.228;0;2.71;0.039;13.9;41.7;0.99733;3.44;0.55;9.19;7
8.66;0.368;0.511;3.69;0.092;19.3;74.7;0.99685;3.42;0.79;9.89;6
9.72;0.307;0.378;3.4;0.058;1;71.0;0.99424;3.28;0.36;11.05;6
5.13;0.466;0.579;2.17;0.066;20.3;89.1;0.99829;3.4;0.8;10.38;5
8.64;0.537;0.401;1.64;0.135;32.3;53.1;0.9964;3.46;0.73;10.02;5
7.73;0.519;0.443;2.27;0.098;21.8;28.4;0.99839;3.5;0.41;10.27;6
9.99;0.441;0;3.26;0.104;19.0;6;0.99458;3.58;0.56;10.91;6
8.53;0.8;0;3.19;0.12;4.3;60.5;0.9966;3.24;0.57;9.65;5
9.41;0.369;0;3.76;0.09;34.9;25.3;0.99859;3.44;0.74;10.45;6
6.68;0.702;0.529;1.65;0.103;19.3;14.3;0.99493;3.4;0.84;8.9;5
9.28;0.546;0.614;2.7;0.106;14.3;9.6;1.00164;3.34;0.71;10.51;6
5.77;0.578;0.232;1.03;0.032;9.1;12.8;0.99615;3.46;0.57;9.19;5
8.15;0.133;0.424;2.6;0.01;11.8;35.5;0.99473;3.36;0.86;10.79;6
5.86;0.766;0.055;1.77;0.105;15.0;55.0;0.99515;3.52;0.65;9.87;8
8.16;0.605;0.051;1.99;0.088;9.7;104.3;0.99729;3.21;0.59;10.68;7
5.55;0.576;0.313;1.16;0.134;13.9;54.6;0.99613;3.25;0.58;12.09;5
11.45;0.492;0.515;2.41;0.139;6.8;6;0.99617;3.24;0.77;10.79;6
5.63;0.479;0.046;2.56;0.129;1;16.2;0.99614;3.36;0.58;8.47;5
11.69;0.671;0.066;2.77;0.048;25.2;12.6;0.99549;3.21;0.74;9.3;5
8.33;0.716;0.177;5.13;0.072;19.2;60.0;0.99646;3.23;0.56;8.4;5
8.78;0.725;0.26;0.9;0.01;34.7;19.4;0.99554;3.46;0.81;11.02;5
8.57;0.68;0.261;0.9;0.094;24.6;80.7;1.00054;3.41;0.75;9.94;6
7.43;0.533;0.047;4.86;0.034;22.6;6;0.99506;3.34;0.47;10.15;6
5.99;0.327;0.264;1.08;0.103;22.1;24.7;0.99756;3.09;0.55;10.84;5
4.08;0.412;0.509;1.07;0.03;1;35.1;0.99431;3.38;0.4;9.91;6
7.99;0.615;0.517;2.13;0.08;9.7;37.4;0.9927;3.36;0.95;12.14;5
11.36;0.565;0.279;4.74;0.126;8.5;62.2;0.99427;3.27;0.69;10.57;5
8.03;0.22;0.462;2.09;0.12;19.5;56.4;0.99722;3.38;0.66;10.88;5
7.44;0.587;0.143;1.72;0.103;16.5;24.2;0.99776;3.19;0.74;9.0;5
10.62;0.615;0.573;1.13;0.059;16.0;14.0;0.9972;3.35;0.49;10.66;6
7.26;0.599;0.384;1.81;0.156;12.3;47.4;0.99912;3.34;0.52;10.05;6
8.72;0.663;0.747;0.9;0.185;18.5;6.4;0.99299;3.47;0.65;10.43;5
